module	path
NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	NumStability/Algorithms/LinearSystems/LeastSquares/Equality/Basic.lean
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/StoredReplay/Closure.lean
NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/ActualOutput.lean
NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/HouseholderClosure/Closure.lean
NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Uniform	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/HouseholderClosure/Uniform.lean
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean
NumStability.Algorithms.Underdetermined.Higham21Attainability	NumStability/Algorithms/Underdetermined/Higham21Attainability.lean
NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability/Algorithms/Underdetermined/Higham21Eq21_11Uniform.lean
NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability/Algorithms/Underdetermined/Higham21Eq21_8.lean
NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability/Algorithms/Underdetermined/Higham21Eq21_9.lean
NumStability.Algorithms.Underdetermined.Higham21Equation21_11	NumStability/Algorithms/Underdetermined/Higham21Equation21_11.lean
NumStability.Algorithms.Underdetermined.Higham21Equation21_11Scalar	NumStability/Algorithms/Underdetermined/Higham21Equation21_11Scalar.lean
NumStability.Algorithms.Underdetermined.Higham21Givens	NumStability/Algorithms/Underdetermined/Higham21Givens.lean
NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability/Algorithms/Underdetermined/Higham21GivensClosure.lean
NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability/Algorithms/Underdetermined/Higham21GivensRounded.lean
NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability/Algorithms/Underdetermined/Higham21MGS.lean
NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability/Algorithms/Underdetermined/Higham21MGSRounded.lean
NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability/Algorithms/Underdetermined/Higham21Perturbation.lean
NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability/Algorithms/Underdetermined/Higham21PerturbationRadius.lean
NumStability.Algorithms.Underdetermined.Higham21ProjectorNorm	NumStability/Algorithms/Underdetermined/Higham21ProjectorNorm.lean
NumStability.Algorithms.Underdetermined.Higham21QRFoundations	NumStability/Algorithms/Underdetermined/Higham21QRFoundations.lean
NumStability.Algorithms.Underdetermined.Higham21RankStability	NumStability/Algorithms/Underdetermined/Higham21RankStability.lean
NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability/Algorithms/Underdetermined/Higham21SNEActualOutput.lean
NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability/Algorithms/Underdetermined/Higham21SNEClosure.lean
NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEConditionTransfer.lean
NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEEnvelopeTransfer.lean
NumStability.Algorithms.Underdetermined.Higham21SNEForward	NumStability/Algorithms/Underdetermined/Higham21SNEForward.lean
NumStability.Algorithms.Underdetermined.Higham21SNEQRMajorant	NumStability/Algorithms/Underdetermined/Higham21SNEQRMajorant.lean
NumStability.Algorithms.Underdetermined.Higham21SNERemainderBounds	NumStability/Algorithms/Underdetermined/Higham21SNERemainderBounds.lean
NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability/Algorithms/Underdetermined/Higham21SNESigned.lean
NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability/Algorithms/Underdetermined/Higham21SNEUniform.lean
NumStability.Algorithms.Underdetermined.Higham21Theorem214SourceClosure	NumStability/Algorithms/Underdetermined/Higham21Theorem214SourceClosure.lean
NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability/Algorithms/Underdetermined/UnderdeterminedSolve.lean
NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability/Algorithms/Underdetermined/UnderdeterminedSpec.lean
NumStability.Analysis.Perturbation.LeastSquares.BackwardError	NumStability/Analysis/Perturbation/LeastSquares/BackwardError.lean
NumStability.Analysis.Perturbation.LeastSquares.Basic	NumStability/Analysis/Perturbation/LeastSquares/Basic.lean
NumStability.Analysis.Perturbation.LeastSquares.Equality.MixedStability	NumStability/Analysis/Perturbation/LeastSquares/Equality/MixedStability.lean
NumStability.Analysis.Perturbation.LeastSquares.Equality.Perturbation	NumStability/Analysis/Perturbation/LeastSquares/Equality/Perturbation.lean
NumStability.Analysis.Perturbation.LeastSquares.Equality.RowwiseBackwardError	NumStability/Analysis/Perturbation/LeastSquares/Equality/RowwiseBackwardError.lean
NumStability.Source.Higham.Chapter20.Equations	NumStability/Source/Higham/Chapter20/Equations.lean
NumStability.Source.Higham.Chapter20.Lemma11	NumStability/Source/Higham/Chapter20/Lemma11.lean
NumStability.Source.Higham.Chapter20.Prose	NumStability/Source/Higham/Chapter20/Prose.lean
NumStability.Source.Higham.Chapter20.Theorem03	NumStability/Source/Higham/Chapter20/Theorem03.lean
NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability/Source/Higham/Chapter20/Theorem03/QRSolve.lean
NumStability.Source.Higham.Chapter20.Theorem04	NumStability/Source/Higham/Chapter20/Theorem04.lean
NumStability.Source.Higham.Chapter20.Theorem07	NumStability/Source/Higham/Chapter20/Theorem07.lean
NumStability.Source.Higham.Chapter20.Theorem08	NumStability/Source/Higham/Chapter20/Theorem08.lean
NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	NumStability/Source/Higham/Chapter21/Corrections/Problem19_12/RoundedReplay.lean
