module	path
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability/Algorithms/LinearSystems/QR/HouseholderApplySupport.lean
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability/Algorithms/LinearSystems/QR/HouseholderQRSupport.lean
NumStability.Algorithms.LinearSystems.QR.HouseholderSpecSupport	NumStability/Algorithms/LinearSystems/QR/HouseholderSpecSupport.lean
NumStability.Algorithms.QR.GivensMatrixStep	NumStability/Algorithms/QR/GivensMatrixStep.lean
NumStability.Algorithms.QR.GivensQR	NumStability/Algorithms/QR/GivensQR.lean
NumStability.Algorithms.QR.GivensSpec	NumStability/Algorithms/QR/GivensSpec.lean
NumStability.Algorithms.QR.GramSchmidt	NumStability/Algorithms/QR/GramSchmidt.lean
NumStability.Algorithms.QR.GramSchmidtPolar	NumStability/Algorithms/QR/GramSchmidtPolar.lean
NumStability.Algorithms.QR.Higham19	NumStability/Algorithms/QR/Higham19.lean
NumStability.Algorithms.QR.Higham19Alg11CGSRounded	NumStability/Algorithms/QR/Higham19Alg11CGSRounded.lean
NumStability.Algorithms.QR.Higham19Alg12MGSClosure	NumStability/Algorithms/QR/Higham19Alg12MGSClosure.lean
NumStability.Algorithms.QR.Higham19Alg12MGSNonbreakdown	NumStability/Algorithms/QR/Higham19Alg12MGSNonbreakdown.lean
NumStability.Algorithms.QR.Higham19Alg12MGSPaddedClosure	NumStability/Algorithms/QR/Higham19Alg12MGSPaddedClosure.lean
NumStability.Algorithms.QR.Higham19Alg12MGSRepair	NumStability/Algorithms/QR/Higham19Alg12MGSRepair.lean
NumStability.Algorithms.QR.Higham19Alg12MGSRounded	NumStability/Algorithms/QR/Higham19Alg12MGSRounded.lean
NumStability.Algorithms.QR.Higham19Alg12MGSSourceRate	NumStability/Algorithms/QR/Higham19Alg12MGSSourceRate.lean
NumStability.Algorithms.QR.Higham19FormedQ	NumStability/Algorithms/QR/Higham19FormedQ.lean
NumStability.Algorithms.QR.Higham19Labels	NumStability/Algorithms/QR/Higham19Labels.lean
NumStability.Algorithms.QR.Higham19Lemma3ActualSequence	NumStability/Algorithms/QR/Higham19Lemma3ActualSequence.lean
NumStability.Algorithms.QR.Higham19Lemma7Gamma4	NumStability/Algorithms/QR/Higham19Lemma7Gamma4.lean
NumStability.Algorithms.QR.Higham19Lemma9DisjointSweep	NumStability/Algorithms/QR/Higham19Lemma9DisjointSweep.lean
NumStability.Algorithms.QR.Higham19PolarNearest	NumStability/Algorithms/QR/Higham19PolarNearest.lean
NumStability.Algorithms.QR.Higham19Problem19_10	NumStability/Algorithms/QR/Higham19Problem19_10.lean
NumStability.Algorithms.QR.Higham19Problem19_9	NumStability/Algorithms/QR/Higham19Problem19_9.lean
NumStability.Algorithms.QR.Higham19Problem6ActualStep	NumStability/Algorithms/QR/Higham19Problem6ActualStep.lean
NumStability.Algorithms.QR.Higham19Sensitivity	NumStability/Algorithms/QR/Higham19Sensitivity.lean
NumStability.Algorithms.QR.Higham19SensitivityClosure	NumStability/Algorithms/QR/Higham19SensitivityClosure.lean
NumStability.Algorithms.QR.Higham19StoredLoop	NumStability/Algorithms/QR/Higham19StoredLoop.lean
NumStability.Algorithms.QR.Higham19StoredLoopAllPivots	NumStability/Algorithms/QR/Higham19StoredLoopAllPivots.lean
NumStability.Algorithms.QR.Higham19StoredLoopStrongModel	NumStability/Algorithms/QR/Higham19StoredLoopStrongModel.lean
NumStability.Algorithms.QR.Higham19SunBischof	NumStability/Algorithms/QR/Higham19SunBischof.lean
NumStability.Algorithms.QR.Higham19Theorem10ActualMatrix	NumStability/Algorithms/QR/Higham19Theorem10ActualMatrix.lean
NumStability.Algorithms.QR.Higham19Theorem5Nonbreakdown	NumStability/Algorithms/QR/Higham19Theorem5Nonbreakdown.lean
NumStability.Algorithms.QR.Higham19Theorem5SourceClosure	NumStability/Algorithms/QR/Higham19Theorem5SourceClosure.lean
NumStability.Algorithms.QR.Higham19Theorem6ActualSource	NumStability/Algorithms/QR/Higham19Theorem6ActualSource.lean
NumStability.Algorithms.QR.Higham19Thm6ColPivot	NumStability/Algorithms/QR/Higham19Thm6ColPivot.lean
NumStability.Algorithms.QR.Higham19Thm6ColPivotFull	NumStability/Algorithms/QR/Higham19Thm6ColPivotFull.lean
NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability/Algorithms/QR/Higham19Thm6CoxHigham.lean
NumStability.Algorithms.QR.Higham19Thm6CoxHighamAssembly	NumStability/Algorithms/QR/Higham19Thm6CoxHighamAssembly.lean
NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability/Algorithms/QR/Higham19Thm6CoxHighamConcrete.lean
NumStability.Algorithms.QR.Higham19Thm6CoxHighamFull	NumStability/Algorithms/QR/Higham19Thm6CoxHighamFull.lean
NumStability.Algorithms.QR.Higham19Thm6Elementwise	NumStability/Algorithms/QR/Higham19Thm6Elementwise.lean
NumStability.Algorithms.QR.Higham19Thm6ElementwiseEntry	NumStability/Algorithms/QR/Higham19Thm6ElementwiseEntry.lean
NumStability.Algorithms.QR.Higham19Thm6ElementwisePackaged	NumStability/Algorithms/QR/Higham19Thm6ElementwisePackaged.lean
NumStability.Algorithms.QR.Higham19Thm6Final	NumStability/Algorithms/QR/Higham19Thm6Final.lean
NumStability.Algorithms.QR.Higham19Thm6Pivoted	NumStability/Algorithms/QR/Higham19Thm6Pivoted.lean
NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability/Algorithms/QR/Higham19Thm6RowSpecific.lean
NumStability.Algorithms.QR.Higham19Thm6StrongModel	NumStability/Algorithms/QR/Higham19Thm6StrongModel.lean
NumStability.Algorithms.QR.Higham19TurnbullAitken	NumStability/Algorithms/QR/Higham19TurnbullAitken.lean
NumStability.Algorithms.QR.Higham19WYApplicationClosure	NumStability/Algorithms/QR/Higham19WYApplicationClosure.lean
NumStability.Algorithms.QR.HouseholderApply	NumStability/Algorithms/QR/HouseholderApply.lean
NumStability.Algorithms.QR.HouseholderApplySupport	NumStability/Algorithms/QR/HouseholderApplySupport.lean
NumStability.Algorithms.QR.HouseholderConstruction2	NumStability/Algorithms/QR/HouseholderConstruction2.lean
NumStability.Algorithms.QR.HouseholderMatrixStep	NumStability/Algorithms/QR/HouseholderMatrixStep.lean
NumStability.Algorithms.QR.HouseholderOneStep	NumStability/Algorithms/QR/HouseholderOneStep.lean
NumStability.Algorithms.QR.HouseholderQApply	NumStability/Algorithms/QR/HouseholderQApply.lean
NumStability.Algorithms.QR.HouseholderQR	NumStability/Algorithms/QR/HouseholderQR.lean
NumStability.Algorithms.QR.HouseholderQRSupport	NumStability/Algorithms/QR/HouseholderQRSupport.lean
NumStability.Algorithms.QR.HouseholderReflector	NumStability/Algorithms/QR/HouseholderReflector.lean
NumStability.Algorithms.QR.HouseholderSpec	NumStability/Algorithms/QR/HouseholderSpec.lean
NumStability.Algorithms.QR.HouseholderSpecSupport	NumStability/Algorithms/QR/HouseholderSpecSupport.lean
NumStability.Algorithms.QR.QRSolve	NumStability/Algorithms/QR/QRSolve.lean
NumStability.Source.Higham.Chapter19.Core	NumStability/Source/Higham/Chapter19/Core.lean
NumStability.Source.Higham.Chapter19.Sensitivity	NumStability/Source/Higham/Chapter19/Sensitivity.lean
NumStability.Source.Higham.Chapter19.StoredLoop	NumStability/Source/Higham/Chapter19/StoredLoop.lean
