status	category	path
M	reviewed_union	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7.lean
M	reviewed_union	NumStability/Algorithms/LeastSquares/LSQRSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/LeastSquares/Basic.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/LeastSquares/Equality/Basic.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/LeastSquares/QRSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/LeastSquares/RowSorting.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/LeastSquares/StoredQR.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/LeastSquares/TraceKernel.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/QR.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/BackwardError/Normwise/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/BackwardError/Rowwise/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/Conditioning/Componentwise/Radius.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/Conditioning/Componentwise/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/MinimumNorm/Solvers/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/MinimumNorm/Specifications/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/Componentwise/Radius.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/Componentwise/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/FixedRadius/Radius.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/Projectors/ComplementNorm/ProjectorNorm.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/QR/Foundations/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/BackwardError/Core.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/StoredReplay/Closure.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/StoredReplay/RoundedReplay.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/QR/ModifiedGramSchmidt/CorrectedRecurrence/Core.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/QR/ModifiedGramSchmidt/RoundedReplay/RoundedReplay.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/RankStability/FullRowRank/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/ActualOutput.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/Forward.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/RemainderBounds.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/ForwardError/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/HouseholderClosure/Closure.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/HouseholderClosure/Uniform.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/QRTransfer/EnvelopeTransfer.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/QRTransfer/QRMajorant.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/QRTransfer/Signed.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/TriangularSolves/EnvelopeTransfer.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/TriangularSolves/UnderdeterminedSolve.lean
M	reviewed_union	NumStability/Algorithms/TestMatrices/Higham28Stewart.lean
M	reviewed_union	NumStability/Analysis/Perturbation/LeastSquares/BackwardError.lean
M	reviewed_union	NumStability/Analysis/Perturbation/LeastSquares/Basic.lean
M	reviewed_union	NumStability/Analysis/Perturbation/LeastSquares/Contract.lean
M	reviewed_union	NumStability/Analysis/Perturbation/LeastSquares/Equality/RowwiseBackwardError.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Cauchy/Cauchy.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Cauchy/Contracts.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Companion/Companion.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Companion/CompanionSpectral.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Companion/Contracts.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Orthogonal/OrthogonalFibers.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Pascal/Contracts.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Pascal/PascalDualFlag.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Pascal/PascalOscillation.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Pascal/PascalOscillationCore.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Pascal/PascalSpectral.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Pascal/PascalTotalPositivity.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/RandomSVD/Stewart.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/RandomSVD/StewartHaar.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/RandomSVD/StewartRecursion.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/RealGinibre/GinibreRoots.lean
M	reviewed_union	NumStability/Analysis/TestMatrices/Toeplitz/Contracts.lean
M	reviewed_union	NumStability/Source/DrineasMahoney/RandNLA2016/Equation08/LeastSquaresSketch/Endpoints.lean
M	reviewed_union	NumStability/Source/Higham/Chapter19/Algorithm12/MGSPaddedClosure.lean
M	reviewed_union	NumStability/Source/Higham/Chapter19/Labels.lean
M	reviewed_union	NumStability/Source/Higham/Chapter19/Lemma03/ActualSequence.lean
M	reviewed_union	NumStability/Source/Higham/Chapter19/PolarNearest.lean
M	reviewed_union	NumStability/Source/Higham/Chapter19/Problem09.lean
M	aggregate_followup	NumStability/Source/Higham/Chapter19/Sensitivity.lean
