status	category	path
M	reviewed_union	NumStability/Algorithms.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Cholesky/ErrorAnalysis.lean
M	reviewed_union	NumStability/Algorithms/LinearSystems/Cholesky/PositiveSemidefinite.lean
M	reviewed_union	NumStability/Analysis/MatrixNorms/SpectralExtrema.lean
M	reviewed_union	NumStability/Source/Higham/Chapter06/Lemma06/OperatorTwoNormBound/Bridge.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Equation07/AbsoluteFactorNorm/Bridge.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Equation29/Mathias.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Equation30/ComplexPositiveDefinite.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Lemma13/KahanSharpness.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Problem01/PositiveSemidefiniteEntries.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Problem04/UnpivotedGrowth.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Section01/Factorization.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Section02/ErrorAnalysis.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Section03/PositiveSemidefinite.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Section04/PositiveDefiniteSymmetricPart.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Theorem06/RoundedCholesky.lean
M	aggregate_followup	NumStability/Source/Higham/Chapter10/Theorem07.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Theorem08/ComponentwisePerturbation.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Theorem08/NormwiseDiscrepancy.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Theorem14/CompletePivotedPSD.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Theorem14/CompletePivotedPSD/Equation22.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Theorem14/CompletePivotedPSD/SourceError.lean
M	reviewed_union	NumStability/Source/Higham/Chapter10/Theorem14/CompletePivotedPSD/SourceSuccess.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Algorithm04.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Corollary06.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Corollary07.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Problem02.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Problem12.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Section01.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Section02.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Section03/ResidualOperatorTwoNorm/Bridge.lean
M	reviewed_union	NumStability/Source/Higham/Chapter14/Theorem05.lean
M	reviewed_union	NumStability/Source/Higham/Chapter19/Theorem05/SourceClosure.lean
M	reviewed_union	NumStabilityTest.lean
M	bounded_test_followup	NumStabilityTest/Import/SourceCanonical.lean
M	integration_documentation	README.md
M	reviewed_union	docs/architecture/COMPATIBILITY.md
M	reviewed_union	docs/architecture/MIGRATION.md
M	reviewed_union	docs/architecture/layout-exceptions.json
M	delivery_control	docs/architecture/phases/2026-08-repository-reorganization-completion/branches/B0008.json
M	delivery_control	docs/architecture/phases/2026-08-repository-reorganization-completion/branches/B0009.json
M	integration_amendment_artifact	docs/architecture/phases/2026-08-repository-reorganization-completion/requests/R0009-R0010-union-postimages.tsv
A	integration_amendment_artifact	docs/architecture/phases/2026-08-repository-reorganization-completion/reviews/R0009-R0010-union-migration-amendment.md
M	reviewed_union	docs/architecture/tiers.json
M	validator_followup	tools/architecture/check_completion_phase.py
