path	preimage_blob_oid	preimage_sha256	postimage_sha256
NumStability/Algorithms.lean	7b21c4361ec82336c0503036e97bf9327203f9e5	2A3D0971877BDCB5A9FEF1C35F0897242BE75B51E4B12F30348BA4009F5B737F	8CE9D696035B58EDF7D47086C81FB2B75B8C957254AAEC6FFA0F908DBDEF7A56
NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/Algebra/DixonCompletion.lean	b135f0c623ab2b768c9aec45ea3775ea2afcc976	0490DD90EBFA4A9198E5A221C0314D5A4406D78C151E1DC4E343213F6CCCF671	D16985C1A2DBD01D966E652626608EEC5594B6C1FF889387B978B3D737338350
NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/PowerBounds/DixonCompletion.lean	149be48000148ef0f7a165fd43067dafad9f59cc	F1C255885B1E9EB7A74F90BD641951847F882724F5E3E88667388791B85E1B06	D057D2F000515372D8D97338A06FDC9334916A3B1B2F2160233B411D06C54D1F
NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/Probability/DixonCompletion.lean	8ab409e6c2f937d2672a03ad746bea2d0ce4f158	43CC1A67D70EE357BADEC6212164E2A62AD64D428BC8D97ED32F2A1331B063AF	F45F97C4BF98732ADC05A1DC1A51DF09C3C03DF031B9781C5611654D2E233DBF
NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/Probability/DixonProbability.lean	89c9b641e8c15cce31221dc77c2cabc70df80124	9B78BD3509FF36B7B71531E63D81C92E6CCA638745FC23D3CE783FC5F74EDE1B	6A8478C2AEA385FAD961F679E840577A45D85CBB46A8DE569890E8EFDBFBE8E3
NumStability/Analysis.lean	13b3b4f9f5ba9209766dcbe15276bae8e6e92dbe	E7E0DA9DAA5C8E7EC88212BDF68B94A9F55FABBA09E65A23ADB6E7CB410ABD57	10ECEB249EEA0CDC9B5A0E6495E7F04FF6334854FAD915FD55672BF219D07FAC
NumStability/Analysis/Polynomials.lean	-	-	AE07E9C364AFE79FB90D8FB1C4DC5DE3E73C62B6E7E2E6051E027A3A8B320A01
NumStability/Analysis/Probability/Haar.lean	aa798a6fb56713087d5b306a9ce1f89d5114bdd7	3894549011BD85E6C8885E8F50F848D1D8BE2D00171C3462D52742548B5ADAFA	D57A86E02FCCACEBDE3FEF0B7B7ADA9FCC1D7470C535BC9D89A223FD28EB42D3
NumStability/Analysis/TestMatrices.lean	-	-	8F35700423604C2FF1FF00649A0EFF515553C0AE0F125C7493125DE4229BC81A
NumStability/Source/Higham/Chapter15/Theorem06/Dixon/Basic.lean	830f106f44e2242ccba3df3f20202f94015a1343	BE260D89CBA5AF8292438551D9200E897424442A8E5EA52B5F6F4DA9BFE5B3EE	F9A6A84054A4FB0518A952D1E9CC6B67256900CB3018865ACA356373A12A8E26
NumStability/Source/Higham/Chapter28.lean	5ed470c55098a52dfc6c76e90b8e4995b6af2c28	8D3DB9AAD188152CE4DF0A9EC73122FC05335EB99A3C062B0342DC54DA7D33CA	C0AB57A5355BF1A892F468D481D2BABD50A157B9CDC915050CA8AF3BAC18049B
NumStability/Source/Higham/Chapter28/Equation02.lean	6ec9ff13fb1b60ed28da841af79ca13a03675977	5930DA280D42CBA256AB6C79A993D6565C27E50C19F9BF7B2ECB3F0D6E8FC020	8EFB5C78582F1BDF6A9335A24DF00FD81550D09E965F96B23588C0966AA44560
NumStability/Source/Higham/Chapter28/Equation02/RatioDiscrepancy.lean	77444adf045069b5705f66f02522150ed4fad5a0	B286D644F43BFB23457F5834CDF8DFF7D7F589C936B19E2213A4F054F67D99F7	F3A9FA102478DB09AF2A1D238C622FBF639D72A75F80F57463666ACF17146421
NumStability/Source/Higham/Chapter28/Section01.lean	-	-	E5C71C7C1A8F675175A11BB10B98EB63A79D7D96B1D6DD00A5CB40323C154D35
NumStability/Source/Higham/Chapter28/Section02.lean	-	-	8075CC078E30EAD58EEDD64567EF1684D669160FED955C2539C12FAF5EBE4431
NumStability/Source/Higham/Chapter28/Section03.lean	-	-	5D29DB0D45EE4BD6B4FA45D3B95F0EFB744160EABABF92E2D39DB3CA3EF03437
NumStability/Source/Higham/Chapter28/Section04.lean	-	-	9A70C970993435284C39E178507D7C9379DCCE0FA70ED83E1469BD174F6438AB
NumStability/Source/Higham/Chapter28/Section05.lean	-	-	6756B8E5ADE67AEB59310A65F0A7C975B83673FA02E9863E559D9371E502505E
NumStability/Source/Higham/Chapter28/Section06.lean	-	-	4A8929DA20E09AFDE18CA01B65D233146FE2EF61779F30339A256ED4FCD426B1
NumStabilityTest.lean	a194cd043e04a5cc26b4a363c49ea65475273f47	F113D291F8A0E47988EB7D9154CCF5FE4FD652B0786BDD0A31956AD3B75CDB41	E2DA8A98D18177A2EBF782ECF2D1EEF39F1B2C643490B09E05FAD330813211CD
docs/architecture/COMPATIBILITY.md	a5f8eb501511a0417f2be70d1a987fd16249862b	FB8C43F1FB8AB3974B0DF4AB1A646A440BCCDBB519D59E2B01773EFDA5B37D67	C5EEEB229424F44AC482486416B03D15CB9EB427E3118675CA31E8488BEC2ED2
docs/architecture/layout-exceptions.json	9255e0e5df8746a6c6383664f043d19d23ea2425	FD58D44C5C9150A3EE2AC4007B4F1D4523735DAFD6CAE93B7D4538E796E96CE6	4F9059D0D144C0730B6CD7A8E6BED73AF4808800D8A83C45E2D66C6D57508184
docs/architecture/tiers.json	8e6fbb6a2dcf93b88337af41b991445c4e1804db	EB947A95C1AB6C6D8EE3784759EB41EDAC48752C97DA9A288C93F14D9C7F71A7	67178228B2F170E7C9D10CF6744DAA772DB6EC3DB976D38014F2E094FD623B80
