path	preimage_blob_oid	preimage_sha256	postimage_sha256
NumStability/Algorithms.lean	494a0ccc2ff0803c35bd47f0d1bdf96d472a44f6	5946D45B5621B8B30F7611A240B47E29D242DEBD4EE14D565E6025AC029C4755	2FBCFCD433F7A06A0D614FFA24E07F9472555CB061183EB2344FBB787B056EAE
NumStability/Algorithms/RandNLA/ElementwiseTraceMGF.lean	519b68aafc5fcdce5bfcce60da4dfea8c0ea8e14	EA99FF869F451F1A635058641FE90881A372B02ECA75221AFF79E1281026255C	50E91D255D3CAE0D2669048814F7327628C000F9743D6616BD6FEA89FDD012AB
NumStability/Algorithms/RandNLA/RowSamplingTraceMGF.lean	2707d89e7ef91b8d70a3e0e2e56fbcc6c5268c65	26A382CD1965F889C63E7E99A2344ED7AE326BE79023391FDE9AD3D81D3CFDD7	D26BADC7B871A268D8D92831B9ED5A960735E055B4506C5F80CEE53AD9E5598C
NumStability/Algorithms/RandNLA/UniformRowSamplingMGF.lean	836181294ef3e4b3a97616ecf8f3ed578827a4f9	0DB5A702434B5909A629355897CF3F293D5DDD0F7A1AE2A00B432C8C118CD747	8DF8A3F5AC5FEFB21F59A0E97440F39AD5E26D04E59959B6310F47575FC5265F
NumStability/Algorithms/RandomizedLinearAlgebra/Concentration/TraceMGF/LeverageScore.lean	0e6ba7bb92437f5c98308c2ef9bc6044a761d465	A28C545DFECB606CCD4C081F9C6945FEBA112EEB516E366D3A74121BDEE84712	1F6BA85EE2705E5217B567FDEBF54339AC6A6589894AB3F88098BAEE48E959EF
NumStability/Algorithms/RandomizedLinearAlgebra/Concentration/TraceMGF/UniformRows.lean	893de46955ad61937e8aaf1cb952becd06cbc05c	84DFB855ADD9E7F41B93D9ED0ED9AE790E6F33CD52A342271C0510E1D7F1EF14	B997490F75F1B4E164F3EE510533EF8EB5973A4D68C28DB79B3FEB4FA086F331
NumStability/Algorithms/TestMatrices/Higham28Companion.lean	8a06e932b87c9492751ee2a8f40adbb4cf3b96de	66DB0E1A0596FFC5B853E9987A5CE8190E559D1033A12AC5E9B1BAC89B98FF00	EBA7F13CFB33EBACFBF8A00C46C8574C0B545EB01D6CAF566901DB20FEF264C2
NumStability/Analysis.lean	71f1b685eefd8997dca291c0c2fc34c09d2d6f4a	EA4572642C0BA10F04B7ADA1613700AAAF182DE21C42E824FBC55F823C1CAD55	E10125112C27AE46F2BF251CE901DF86E04B78634CD5DAEC0F25EB38DF2B6BE8
NumStability/Analysis/CStarMatrices.lean	69d53cd254b6c27db218f2ecca833ae0c1792c89	438C3B3237730A6C878130486C8522D6F0905522AEE6DA20AA2E4B5AE3AD33CC	94984700E630362ED9425429DF2D85B30062081B8A6AB6E09F7C62820C784236
NumStability/Analysis/CStarMatrices/Basic/All.lean	8deda002b272537428573a7f60fa757a7edf106c	8834FDE8AD52482190F8707C2C4101188183A3ECBA739A77D5D3DE4BBAC7B3A2	81DAE503AE80778A42D93B2FFF2B48A3BE5C76148790B065F10DA7E664917CE3
NumStability/Analysis/CStarMatrices/Expectation/Finite.lean	eade02deb850b01efbbe3332368b8b8e48dd946b	6EC723F6AC2A3E7491E8103806A8458FD8F200DC73F1BCCDBCD2F9C28601884B	9E7CC2EEB766D9BAB5FB205DE1FC8AED27E01EBA20D92207341BD75C19662472
NumStability/Analysis/CStarMatrices/FiniteMatrixAlgebra.lean	-	-	4E426711CF281AE5C798E2B4797A6B981CB65CF5ED54736F441A93741CB75354
NumStability/Analysis/CStarMatrices/Trace/Basic.lean	0e8bcbb610dfb043edf31aca7a3a78026673baa6	B85DEBE3EF562657EA3E30FA6E3E52959E4A38CD9E2ED1818AAD0A1E3EB2E471	F378C23EC19A44A8161080A89F76627238630DCFD853EE8E3006FD03C5F92C1F
NumStability/Analysis/FunctionalCalculus/OperatorLog/Monotonicity.lean	c055c449b065346e1d68082df63e322d51c26f8f	3A6388AA64AE30A26857F8DC51783D250769201E45C1A88F144E4E3FA35A3DC3	7A1D4687B48A425589C9FFFFA88D5F6EF485DDDEDA9642DC1ED2EF5B542132E2
NumStability/Analysis/LinearOperators/MatrixPowers/ExactNormBounds/All.lean	f008973c53d51267940791cd57830efe58437ff9	4F9F38534627E4D4B1F147CD14FFADCFD4DF91C781A8DDFBAA7167714DE1CBD9	B31F91812D003A3669CACB8047FB3BDA1884DF653E620E0C9866B567DCB0C075
NumStability/Analysis/LinearOperators/MatrixPowers/ExactNormBounds/NormalMatrices.lean	-	-	88B9D64C3AE0D93434797CF1906E38282DEF3598D098379F7623DFAC1D867C50
NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/All.lean	c35c42e7c6d18ce6ec96c150e8d7d3e6d5a291f9	B2A7F96DEB8249B511886E691ACCC8FF171634E0BDEB3F7A780084C1B8481AF5	D515CFDCDD2EBB79F79A2E6C8053BF06F189BC32E7FB5DC5F786E09D08E08F2E
NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/NormalCharacterization.lean	-	-	8B7964A329227135AE19C85DAA6B041B07A6A5425971E11C20012D0A3E3B253C
NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/SchurBinomialBounds.lean	-	-	FCDAC284B9CA7B48438EB99D589D7B40DA93F17AAEF0EB5A9515E5A1C9A2634E
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/All.lean	2028d4dd187c3e8404ff0b9f8e301380f70b2214	FB570D06698AF10D0D7A5F4E1ECEFCAC84BFBCFFC36FCE1CFEFC2E4D7687FD0A	DA2B6491CE5A87736E4601E37A840A7959CEF0F947C1AF2D0D5BF22BE02A40FF
NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/ArcLengthPowerBounds.lean	-	-	8D22A287B515961EA1FB360C6F2D1821B41646598522D6D4EC93536998AF8904
