path	preimage_blob_oid	preimage_sha256	postimage_sha256
NumStability/Algorithms.lean	e6dbe0d48cf1f72a59d49267def0ad9b56ca980f	1B37ECE4668D38454708C93ED5F6323AA9AEF599E908968D0894A1F0EBA921A2	F8B0DF17EE3DE1C6F310C636A501C9A1EDDFAA1AB50A1A2EB5FC5323BCA8D153
NumStability/Algorithms/Ch10Theorem107FailureVacuity.lean	af2f6f5200451ae78f5ec90f43649eab5edc2eb9	47A1833A3646693DE2C78173BCF5DE9CF674123165EB566E82E08854770A871A	5BA3513E527C7528E359FB20C034DFA89FE80BADC80ADACDF5FCA582BA68E2A1
NumStability/Algorithms/Ch14MethodsBC.lean	afbc3303b16c444a0df5f327ad15860bfab3dc81	9AB4014EB3FDAC41823064DCFBCD5FF3E6F5EF2B166F25B38571165FD808708B	3BFD6AD0A50B9B0E934CE018EA8D666305894038E17428E82CEBB94CF8BC4F7C
NumStability/Algorithms/Ch5LejaProducer.lean	a292c75d985a410c19ed0990023203a21d729945	B47C8A62302EAA4F62BE04A773DD262C736CB9C589C64FA38ECB5FF53D1AA3D8	7922EE11A8E510EF803D6655628AE3D03D46ADF2524E039F66AE53303C086CD0
NumStability/Algorithms/Ch5NewtonForm.lean	52ea8dbcb2e1216736f9c8ee8c2b18fdad451e1a	9AA70F1456418290CF64AD8FE10413DA588DFE66BFEF94BFCE65FAD283B6562D	1EF9817DD32FF87AB46FE12FA3D3DE5DC9B898A699C64C36653354B4D158AB7C
NumStability/Algorithms/HighamChapter12.lean	fe3253fbf9dafbec76de5c1109545b9a08dd2522	B8CCCE180F929263811ED5C9C337E4E360E03AF983476128BC7F71AEA33E93E3	754CE7FF468F4CF655D4EAE790317B95A37CD5F4A981C7EE8461494D84B6FECA
NumStability/Algorithms/IterativeRefinement.lean	7e9ef8d7d5cb4cf8807168787e1985b52155b8cd	B3925D157F21CAF436C76D9DA4B7303ABFA03B871E452B61C46FB6B4CE676E6F	F7D61D62F694E177053CA196D4B1C142FAFA7067700F76EFC7033601A766247B
NumStability/Algorithms/LeastSquares/Higham20Equations.lean	64381b613b3805896929507265d1f7aa638802fa	68EC6E1262548B01A9DE0BAAEBB428571D327A37A8610984FF470102159CFE57	6A603C069F434DC49EFF9C49B8B4CD68FF4101DC2691265ABED5CDF90DE2A01E
NumStability/Algorithms/LinearSystems/Underdetermined/BackwardError/Normwise/UnderdeterminedSolve.lean	e57092068162c9bb70072fa2884bfbd3a97d2a73	EA49B3872A3BD7DA4DAB27FA1262309EEC9B4720671E085123A2B44AADC0E525	D9A153998547C7BBC7BFF013A4466C73B4A86C6AA8EA4F73912170D3C83EEFE1
NumStability/Algorithms/LinearSystems/Underdetermined/BackwardError/Rowwise/UnderdeterminedSolve.lean	0ddcdd7116984a78c7c3d9298d2ba63a6f9ad42b	3265FC78064971AFFD55F540E8ACA145E1B9386FD0814F53D978FAB53CA170A4	9FF6E61E74206AE9DDCF1F077F4430CE6F03E94AC895AEE330A83EBB79386EE6
NumStability/Algorithms/LinearSystems/Underdetermined/Conditioning/Componentwise/Radius.lean	1e15e0018f54d60dae33457410b77e16a6c0663f	6CFE4DBCBA958770500B219155D4DE69F8B1A6AB497C12EEA2F877AB5A12ADA6	2707B823AC12BF257BA8334074034DDC7465307354F2EA36F2ADAE7719EE2A9A
NumStability/Algorithms/LinearSystems/Underdetermined/Conditioning/Componentwise/UnderdeterminedSolve.lean	9417b8089592e773cbcb0915befacb297010b502	0F2A93B6528B7186963590DDC2C5CD8A357105CC51FD66A80A9BE134CE6D1023	521D0C1A2E06A9494F8C7A9295C41BBD7AC8E7204EE4C77CD482126E512715E5
NumStability/Algorithms/LinearSystems/Underdetermined/MinimumNorm/Solvers/UnderdeterminedSolve.lean	f6b7936c2c04ffa6e726db05388f27ea22b8b2d4	767CDC95ECB142B15386A25ECB93543ED2B97E8D4FED060630BACB62E89BAF11	877CA9F3EA7DCD391682F8324283E9DBC9704343165171AB539FEF2E06DDBB95
NumStability/Algorithms/LinearSystems/Underdetermined/MinimumNorm/Specifications/UnderdeterminedSolve.lean	9b63d2eb04717427e455febd8dd0381291d04d4e	E8882BE55B6D1B655EDBD9CE040866D12A0CA6A43DD609FAD5536F423EA1115C	584A01881FFDDA633B828CCD7388EB8E5439979E700D8474D235E35247BAAB73
NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/Componentwise/Radius.lean	2518fac3a21423fb9d6582c1274de548ecdc9546	AEA0B46AB260FA7FAF25B507637D67BAC19E0C983D92F3ECE0118B34F1174040	5264935550C8FEB33017B4139576354E78400232083414BAC9953C558EF35050
NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/Componentwise/UnderdeterminedSolve.lean	6a8b0b6f06a80744e54ef4eaae52c923cf6a0b99	DB9472906A2DA20AFB22EA9CFC8D2D2ACAB1E14A07961C8ECDFF3A32280548ED	17FAF53C49145E8726A9813ABED3DE808C1ABA22C18EAC0B827A5CF4677B4DF8
NumStability/Algorithms/LinearSystems/Underdetermined/Perturbation/FixedRadius/Radius.lean	9b167bfafd4135ed65520de72049511d52530c52	A4A3855B9068BDD0FAE6CF0F74A6FDB0FE3610C7CD5A5D8FB53931527752B07A	047EC4B70C81AE729DE9CEC8DB6F4302FBC0FB98A4E52D2B4ABD85CC6CC09EB3
NumStability/Algorithms/LinearSystems/Underdetermined/Projectors/ComplementNorm/ProjectorNorm.lean	7be6fd4a5e588eb859784773aec36b52c0b90572	D857AF958713573764C79DA638B44D7BD77DC9E7F5C7833156D58F4F3794D9CF	C2B0BEC0FDA8A43E390ADC5FC891AFE1BCDC5FD1E266FDCF6E1BA79E4918E31A
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Foundations/UnderdeterminedSolve.lean	c0fc2c5c14f327b169826b27d56ed7eabedc09d2	39A6C3A044D48C78B08EA4E3DDDA3C9DE917F28F568C5CCC7643AE7B6CBF9E53	A6EF446D1C0B71D11372CBE13759DD67A8376016C6C76C94A18DEBD3F7EC03EC
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/BackwardError/Core.lean	2209ba681f398cf6e89d8cff6439a011df28e829	DFEC44D62094F5EDA58502ACE81EB269DF5FE763CDBE56DA29843F7ADB8E3B00	D8728A3C0E202327BB190117692F79ED28900931E7DC8D029CCC7C70854C48C8
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/StoredReplay/Closure.lean	03a994043937902c5c4080c06fc21555f28b8a93	C77EC8A1F3A6CFCE8DF32E21FAC50497B3ADF6D224B34C7D62B3EDCB4EDDDDBB	B1FE03F07136DE7AB2651595B8F8838A0442A749E7D2CAB9F978A0BA72E7FB69
NumStability/Algorithms/LinearSystems/Underdetermined/QR/Givens/StoredReplay/RoundedReplay.lean	c02f3d4330e475ec001c25d31559be2dc5992e3a	51D0AC6F791C17857E97D21B7BC1487521FA17BCED322B2FA379E0C0E7D09065	5A49E6B26A908D6D4380A977C4D06D5B3B74A3342B1455287B96F30A2360EA24
NumStability/Algorithms/LinearSystems/Underdetermined/QR/ModifiedGramSchmidt/CorrectedRecurrence/Core.lean	f2214c9d8676fca4cd55852eb447475f09b7d446	88A7611B044A62F5EDD2F47A2C5FDB885DF0292BE4C46BB6C71702322FAB8735	233EDE1282EDF55AB7AD0649DA13520E1C9471E648E7A4CD4064093BD67B9FAF
NumStability/Algorithms/LinearSystems/Underdetermined/QR/ModifiedGramSchmidt/RoundedReplay/RoundedReplay.lean	be5e610bee478cfbab860bcfb7c830e142af9a00	AC2FAEB39CAA08D93D9E8C1594BE5C135E37D39BDA68540EC412EF9026E65CE1	B2251528A351B7B0F5277647222CF3D732E65CB9943147273BF65D10644EBF04
